Numero;Sexo;Level;HP;Ataque;Defesa;AtaqueEspecial;DefesaEspecial;Rapidez
417;F;100;324;207;262;207;306;317
418;M;1;55;65;35;60;30;85
418;M;50;162;128;95;123;90;150
418;M;100;314;251;185;240;174;295
418;F;1;55;65;35;60;30;85
418;F;50;162;128;95;123;90;150
418;F;100;314;251;185;240;174;295
419;M;1;85;105;55;85;50;115
419;M;50;192;172;117;150;112;183
419;M;100;374;339;229;295;218;361
419;F;1;85;105;55;85;50;115
419;F;50;192;172;117;150;112;183
419;F;100;374;339;229;295;218;361
420;M;1;45;35;45;62;53;35
420;M;50;152;95;106;125;115;95
420;M;100;294;185;207;245;225;185
420;F;1;45;35;45;62;53;35
420;F;50;152;95;106;125;115;95
420;F;100;294;185;207;245;225;185
421;M;1;70;60;70;87;78;85
421;M;50;177;123;134;152;143;150
421;M;100;344;240;262;300;280;295
421;F;1;70;60;70;87;78;85
421;F;50;177;123;134;152;143;150
421;F;100;344;240;262;300;280;295
422;M;1;76;48;48;57;62;34
422;M;50;183;110;110;119;125;94
422;M;100;356;214;214;234;245;183
422;F;1;76;48;48;57;62;34
422;F;50;183;110;110;119;125;94
422;F;100;356;214;214;234;245;183
423;M;1;111;83;68;92;82;39
423;M;50;218;148;132;158;147;100
423;M;100;426;291;258;311;289;194
423;F;1;111;83;68;92;82;39
423;F;50;218;148;132;158;147;100
423;F;100;426;291;258;311;289;194
424;M;1;75;100;66;60;66;115
424;M;50;182;167;129;123;129;183
424;M;100;354;328;254;240;254;361
424;F;1;75;100;66;60;66;115
424;F;50;182;167;129;123;129;183
424;F;100;354;328;254;240;254;361
425;M;1;90;50;34;60;44;70
425;M;50;197;112;94;123;105;134
425;M;100;384;218;183;240;205;262
425;F;1;90;50;34;60;44;70
425;F;50;197;112;94;123;105;134
425;F;100;384;218;183;240;205;262
426;M;1;150;80;44;90;54;80
426;M;50;257;145;105;156;116;146
426;M;100;504;284;205;306;227;284
426;F;1;150;80;44;90;54;80
426;F;50;257;145;105;156;116;146
426;F;100;504;284;205;306;227;284
427;M;1;55;66;44;44;56;85
427;M;50;162;129;105;105;118;150
427;M;100;314;254;205;205;232;295
427;F;1;55;66;44;44;56;85
427;F;50;162;129;105;105;118;150
427;F;100;314;254;205;205;232;295
428;M;1;65;76;84;54;96;105
428;M;50;172;140;149;116;162;172
428;M;100;334;276;293;227;320;339
428;F;1;65;76;84;54;96;105
428;F;50;172;140;149;116;162;172
428;F;100;334;276;293;227;320;339
429;M;1;60;60;60;105;105;105
429;M;50;167;123;123;172;172;172
429;M;100;324;240;240;339;339;339
429;F;1;60;60;60;105;105;105
429;F;50;167;123;123;172;172;172
429;F;100;324;240;240;339;339;339
430;M;1;100;125;52;105;52;71
430;M;50;207;194;114;172;114;135
430;M;100;404;383;223;339;223;265
430;F;1;100;125;52;105;52;71
430;F;50;207;194;114;172;114;135
430;F;100;404;383;223;339;223;265
431;M;1;49;55;42;42;37;85
431;M;50;156;117;103;103;97;150
431;M;100;302;229;201;201;190;295
431;F;1;49;55;42;42;37;85
431;F;50;156;117;103;103;97;150
431;F;100;302;229;201;201;190;295
432;M;1;71;82;64;64;59;112
432;M;50;178;147;127;127;122;180
432;M;100;346;289;249;249;238;355
432;F;1;71;82;64;64;59;112
432;F;50;178;147;127;127;122;180
432;F;100;346;289;249;249;238;355
433;M;1;45;30;50;65;50;45
433;M;50;152;90;112;128;112;106
433;M;100;294;174;218;251;218;207
433;F;1;45;30;50;65;50;45
433;F;50;152;90;112;128;112;106
433;F;100;294;174;218;251;218;207
434;M;1;63;63;47;41;41;74
434;M;50;170;126;108;102;102;138
434;M;100;330;247;212;199;199;271
434;F;1;63;63;47;41;41;74
434;F;50;170;126;108;102;102;138
434;F;100;330;247;212;199;199;271
435;M;1;103;93;67;71;61;84
435;M;50;210;159;130;135;124;149
435;M;100;410;313;256;265;243;293
435;F;1;103;93;67;71;61;84
435;F;50;210;159;130;135;124;149
435;F;100;410;313;256;265;243;293
436;I;1;57;24;86;24;86;23
436;I;50;164;83;151;83;151;82
436;I;100;318;161;298;161;298;159
437;I;1;67;89;116;79;116;33
437;I;50;174;155;184;144;184;93
437;I;100;338;304;364;282;364;181
438;M;1;50;80;95;10;45;10
438;M;50;157;145;161;68;106;68
438;M;100;304;284;317;130;207;130
438;F;1;50;80;95;10;45;10
438;F;50;157;145;161;68;106;68
438;F;100;304;284;317;130;207;130
439;M;1;20;25;45;70;90;60
439;M;50;127;84;106;134;156;123
439;M;100;244;163;207;262;306;240
439;F;1;20;25;45;70;90;60
439;F;50;127;84;106;134;156;123
439;F;100;244;163;207;262;306;240
440;F;1;100;5;5;15;65;30
440;F;50;207;62;62;73;128;90
440;F;100;404;119;119;141;251;174
441;M;1;76;65;45;92;42;91
441;M;50;183;128;106;158;103;157
441;M;100;356;251;207;311;201;309
441;F;1;76;65;45;92;42;91
441;F;50;183;128;106;158;103;157
441;F;100;356;251;207;311;201;309
442;M;1;50;92;108;92;108;35
442;M;50;157;158;176;158;176;95
442;M;100;305;311;346;311;346;185
442;F;1;50;92;108;92;108;35
442;F;50;157;158;176;158;176;95
442;F;100;305;311;346;311;346;185
443;M;1;58;70;45;40;45;42
443;M;50;165;134;106;101;106;103
443;M;100;320;262;207;196;207;201
443;F;1;58;70;45;40;45;42
443;F;50;165;134;106;101;106;103
443;F;100;320;262;207;196;207;201
444;M;1;68;90;65;50;55;82
444;M;50;175;156;128;112;117;147
444;M;100;340;306;251;218;229;289
444;F;1;68;90;65;50;55;82
444;F;50;175;156;128;112;117;147
444;F;100;340;306;251;218;229;289
445;M;1;108;130;95;80;85;102
445;M;50;215;200;161;145;150;169
445;M;100;420;394;317;284;295;333
445;F;1;108;130;95;80;85;102
445;F;50;215;200;161;145;150;169
445;F;100;420;394;317;284;295;333
446;M;1;135;85;40;40;85;5
446;M;50;242;150;101;101;150;62
446;M;100;474;295;196;196;295;119
446;F;1;135;85;40;40;85;5
446;F;50;242;150;101;101;150;62
446;F;100;474;295;196;196;295;119
447;M;1;40;70;40;35;40;60
447;M;50;147;134;101;95;101;123
447;M;100;284;262;196;185;196;240
447;F;1;40;70;40;35;40;60
447;F;50;147;134;101;95;101;123
447;F;100;284;262;196;185;196;240
448;M;1;70;110;70;115;70;90
448;M;50;177;178;134;183;134;156
448;M;100;344;350;262;361;262;306
448;F;1;70;110;70;115;70;90
448;F;50;177;178;134;183;134;156
448;F;100;344;350;262;361;262;306
449;M;1;68;72;78;38;42;32
449;M;50;175;136;143;99;103;92
449;M;100;340;267;280;192;201;179
449;F;1;68;72;78;38;42;32
449;F;50;175;136;143;99;103;92
449;F;100;340;267;280;192;201;179
450;M;1;108;112;118;68;72;47
450;M;50;215;180;187;132;136;108
450;M;100;420;355;368;258;267;212
450;F;1;108;112;118;68;72;47
450;F;50;215;180;187;132;136;108
450;F;100;420;355;368;258;267;212
451;M;1;40;50;90;30;55;65
451;M;50;147;112;156;90;117;128
451;M;100;284;218;306;174;229;251
451;F;1;40;50;90;30;55;65
451;F;50;147;112;156;90;117;128
451;F;100;284;218;306;174;229;251
452;M;1;70;90;110;60;75;95
452;M;50;177;156;178;123;139;161
452;M;100;344;306;350;240;273;317
452;F;1;70;90;110;60;75;95
452;F;50;177;156;178;123;139;161
452;F;100;344;306;350;240;273;317
453;M;1;48;61;40;61;40;50
453;M;50;155;124;101;124;101;112
453;M;100;300;243;196;243;196;218
453;F;1;48;61;40;61;40;50
453;F;50;155;124;101;124;101;112
453;F;100;300;243;196;243;196;218
454;M;1;83;106;65;86;65;85
454;M;50;190;173;128;151;128;150
454;M;100;370;342;251;298;251;295
454;F;1;83;106;65;86;65;85
454;F;50;190;173;128;151;128;150
454;F;100;370;342;251;298;251;295
455;M;1;74;100;72;90;72;46
455;M;50;181;167;136;156;136;107
455;M;100;352;328;267;306;267;210
455;F;1;74;100;72;90;72;46
455;F;50;181;167;136;156;136;107
455;F;100;352;328;267;306;267;210
456;M;1;49;49;56;49;61;66
456;M;50;156;111;118;111;124;129
456;M;100;302;216;232;216;243;254
456;F;1;49;49;56;49;61;66
456;F;50;156;111;118;111;124;129
456;F;100;302;216;232;216;243;254
457;M;1;69;69;76;69;86;91
457;M;50;176;133;140;133;151;157
457;M;100;342;260;276;260;298;309
457;F;1;69;69;76;69;86;91
457;F;50;176;133;140;133;151;157
457;F;100;342;260;276;260;298;309
458;M;1;45;20;50;60;120;50
458;M;50;152;79;112;123;189;112
458;M;100;294;152;218;240;372;218
458;F;1;45;20;50;60;120;50
458;F;50;152;79;112;123;189;112
458;F;100;294;152;218;240;372;218
459;M;1;60;62;50;62;60;40
459;M;50;167;125;112;125;123;101
459;M;100;324;245;218;245;240;196
459;F;1;60;62;50;62;60;40
459;F;50;167;125;112;125;123;101
459;F;100;324;245;218;245;240;196
460;M;1;90;92;75;92;85;60
460;M;50;197;158;139;158;150;123
460;M;100;384;311;273;311;295;240
460;F;1;90;92;75;92;85;60
460;F;50;197;158;139;158;150;123
460;F;100;384;311;273;311;295;240
461;M;1;70;120;65;45;85;125
461;M;50;177;189;128;106;150;194
461;M;100;344;372;251;207;295;383
461;F;1;70;120;65;45;85;125
461;F;50;177;189;128;106;150;194
461;F;100;344;372;251;207;295;383
462;I;1;70;70;115;130;90;60
462;I;50;177;134;183;200;156;123
462;I;100;344;262;361;394;306;240
463;M;1;110;85;95;80;95;50
463;M;50;217;150;161;145;161;112
463;M;100;424;295;317;284;317;218
463;F;1;110;85;95;80;95;50
463;F;50;217;150;161;145;161;112
463;F;100;424;295;317;284;317;218
464;M;1;115;140;130;55;55;40
464;M;50;222;211;200;117;117;101
464;M;100;434;416;394;229;229;196
464;F;1;115;140;130;55;55;40
464;F;50;222;211;200;117;117;101
464;F;100;434;416;394;229;229;196
465;M;1;100;100;125;110;50;50
465;M;50;207;167;194;178;112;112
465;M;100;404;328;383;350;218;218
465;F;1;100;100;125;110;50;50
465;F;50;207;167;194;178;112;112
465;F;100;404;328;383;350;218;218
466;M;1;75;123;67;95;85;95
466;M;50;182;192;130;161;150;161
466;M;100;354;379;256;317;295;317
466;F;1;75;123;67;95;85;95
466;F;50;182;192;130;161;150;161
466;F;100;354;379;256;317;295;317
467;M;1;75;95;67;125;95;83
467;M;50;260;161;130;194;161;148
467;M;100;354;317;256;383;317;291
467;F;1;75;95;67;125;95;83
467;F;50;260;161;130;194;161;148
467;F;100;354;317;256;383;317;291
468;M;1;85;50;95;120;115;80
468;M;50;192;112;161;189;183;145
468;M;100;374;218;317;372;361;284
468;F;1;85;50;95;120;115;80
468;F;50;192;112;161;189;183;145
468;F;100;374;218;317;372;361;284
469;M;1;86;76;86;116;56;95
469;M;50;193;140;151;184;118;161
469;M;100;376;276;298;364;232;317
469;F;1;86;76;86;116;56;95
469;F;50;193;140;151;184;118;161
469;F;100;376;276;298;364;232;317
470;M;1;65;110;130;60;65;95
470;M;50;172;178;200;123;128;161
470;M;100;334;350;394;240;251;317
470;F;1;65;110;130;60;65;95
470;F;50;172;178;200;123;128;161
470;F;100;334;350;394;240;251;317
471;M;1;65;60;110;130;95;65
471;M;50;172;123;178;200;161;128
471;M;100;334;240;350;394;317;251
471;F;1;65;60;110;130;95;65
471;F;50;172;123;178;200;161;128
471;F;100;334;240;350;394;317;251
472;M;1;75;95;125;45;75;95
472;M;50;182;161;194;106;139;161
472;M;100;354;317;383;207;273;317
472;F;1;75;95;125;45;75;95
472;F;50;182;161;194;106;139;161
472;F;100;354;317;383;207;273;317
473;M;1;110;130;80;70;60;80
473;M;50;217;200;145;134;123;145
473;M;100;424;394;284;262;240;284
473;F;1;110;130;80;70;60;80
473;F;50;217;200;145;134;123;145
473;F;100;424;394;284;262;240;284
474;I;1;85;80;70;135;75;90
474;I;50;192;145;134;205;139;156
474;I;100;374;284;262;405;273;306
475;M;1;68;125;65;65;115;80
475;M;50;175;194;128;128;183;145
475;M;100;340;383;251;251;361;284
476;M;1;60;55;145;75;150;40
476;M;50;167;117;216;139;222;101
476;M;100;324;229;427;273;438;196
476;F;1;60;55;145;75;150;40
476;F;50;167;117;216;139;222;101
476;F;100;324;229;427;273;438;196
477;M;1;45;100;135;65;135;45
477;M;50;152;167;205;128;205;106
477;M;100;294;328;405;251;405;207
477;F;1;45;100;135;65;135;45
477;F;50;152;167;205;128;205;106
477;F;100;294;328;405;251;405;207
478;F;1;70;80;70;80;70;110
478;F;50;177;145;134;145;134;178
478;F;100;344;284;262;284;262;350
479;I;1;50;50;77;95;77;91
479;I;50;157;112;141;161;141;157
479;I;100;304;218;278;317;278;309
480;I;1;75;75;130;75;130;95
480;I;50;182;139;200;139;200;161
480;I;100;354;273;394;273;394;317
481;I;1;80;105;105;105;105;80
481;I;50;187;172;172;172;172;145
481;I;100;364;339;339;339;339;284
482;I;1;75;125;70;125;70;115
482;I;50;182;194;134;194;134;183
482;I;100;354;383;262;383;262;361
483;I;1;100;120;120;150;120;90
483;I;50;207;189;189;222;189;156
483;I;100;404;372;372;438;372;306
484;I;1;90;120;100;150;120;120
484;I;50;197;189;167;222;189;189
484;I;100;384;372;328;438;372;372
485;M;1;91;90;106;130;106;77
485;M;50;198;156;173;200;173;141
485;M;100;386;306;342;394;342;278
485;F;1;91;90;106;130;106;77
485;F;50;198;156;173;200;173;141
485;F;100;386;306;342;394;342;278
486;I;1;110;160;110;80;110;100
486;I;50;217;233;178;145;178;167
486;I;100;424;460;350;284;350;328
487;I;1;150;120;120;120;120;90
487;I;50;257;189;189;189;189;156
487;I;100;504;372;372;372;372;306
488;F;1;120;70;120;75;130;85
488;F;50;227;134;189;139;200;150
488;F;100;444;262;372;273;394;295
489;I;1;80;80;80;80;80;80
489;I;50;187;145;145;145;145;145
489;I;100;364;284;284;284;284;284
490;I;1;100;100;100;100;100;100
490;I;50;207;167;167;167;167;167
490;I;100;404;328;328;328;328;328
491;I;1;70;90;90;135;90;125
491;I;50;177;156;156;205;156;194
491;I;100;344;306;306;405;306;383
492;I;1;100;100;100;100;100;100
492;I;50;207;167;167;167;167;167
492;I;100;404;328;328;328;328;328
493;I;1;120;120;120;120;120;120
493;I;50;227;189;189;189;189;189
493;I;100;444;372;372;372;372;372
494;I;1;100;100;100;100;100;100
494;I;50;207;167;167;167;167;167
494;I;100;404;328;328;328;328;328
495;M;1;45;45;55;45;55;63
495;M;50;152;106;117;106;117;126
495;M;100;294;207;229;207;229;247
495;F;1;45;45;55;45;55;63
495;F;50;152;106;117;106;117;126
495;F;100;294;207;229;207;229;247
496;M;1;60;60;75;60;75;83
496;M;50;167;123;139;123;139;148
496;M;100;324;240;273;240;273;291
496;F;1;60;60;75;60;75;83
496;F;50;167;123;139;123;139;148
496;F;100;324;240;273;240;273;291
497;M;1;75;75;95;75;95;113
497;M;50;182;139;161;139;161;181
497;M;100;354;273;317;273;317;357
497;F;1;75;75;95;75;95;113
497;F;50;182;139;161;139;161;181
497;F;100;354;273;317;273;317;357
498;M;1;65;63;45;45;45;45
498;M;50;172;106;106;106;106;106
498;M;100;334;207;207;207;207;207
498;F;1;65;63;45;45;45;45
498;F;50;172;106;106;106;106;106
498;F;100;334;207;207;207;207;207
499;M;1;90;93;55;70;55;55
499;M;50;197;159;117;134;117;117
499;M;100;384;313;229;262;229;229
499;F;1;90;93;55;70;55;55
499;F;50;197;159;117;134;117;117
499;F;100;384;313;229;262;229;229
500;M;1;110;123;65;100;65;65
500;M;50;217;192;128;167;128;128
500;M;100;424;379;251;328;251;251
500;F;1;110;123;65;100;65;65
500;F;50;217;192;128;167;128;128
500;F;100;424;379;251;328;251;251
501;M;1;55;55;45;63;45;45
501;M;50;162;117;106;126;106;106
501;M;100;314;229;207;247;207;207
501;F;1;55;55;45;63;45;45
501;F;50;162;117;106;126;106;106
501;F;100;314;229;207;247;207;207
502;M;1;75;75;60;83;60;60
502;M;50;182;139;123;148;123;123
502;M;100;354;273;240;291;240;240
502;F;1;75;75;60;83;60;60
502;F;50;182;139;123;148;123;123
502;F;100;354;273;240;291;240;240
503;M;1;95;100;85;108;70;70
503;M;50;202;167;150;176;134;134
503;M;100;394;328;295;346;262;262
503;F;1;95;100;85;108;70;70
503;F;50;202;167;150;176;134;134
503;F;100;394;328;295;346;262;262
504;M;1;45;55;39;35;39;42
504;M;50;152;117;100;95;100;103
504;M;100;294;229;194;185;194;201
504;F;1;45;55;39;35;39;42
504;F;50;152;117;100;95;100;103
504;F;100;294;229;194;185;194;201
505;M;1;60;85;69;60;69;77
505;M;50;120;150;133;123;133;141
505;M;100;324;295;260;240;260;278
505;F;1;60;85;69;60;69;77
505;F;50;120;150;133;123;133;141
505;F;100;324;295;260;240;260;278
506;M;1;45;60;45;25;45;55
506;M;50;152;123;106;84;106;117
506;M;100;294;240;207;163;207;229
506;F;1;45;60;45;25;45;55
506;F;50;152;123;106;84;106;117
506;F;100;294;240;207;163;207;229
507;M;1;65;80;65;35;65;60
507;M;50;172;145;128;95;128;123
507;M;100;334;284;251;185;251;240
507;F;1;65;80;65;35;65;60
507;F;50;172;145;128;95;128;123
507;F;100;334;284;251;185;251;240
508;M;1;85;110;90;45;90;80
508;M;50;192;167;156;106;156;145
508;M;100;374;328;306;207;306;384
508;F;1;85;110;90;45;90;80
508;F;50;192;167;156;106;156;145
508;F;100;374;328;306;207;306;384
509;M;1;41;50;37;50;37;66
509;M;50;148;112;97;112;97;129
509;M;100;286;218;190;218;190;254
509;F;1;41;50;37;50;37;66
509;F;50;148;112;97;112;97;129
509;F;100;286;218;190;218;190;254
510;M;1;64;88;50;88;50;106
510;M;50;171;154;112;154;112;173
510;M;100;332;302;218;302;218;342
510;F;1;64;88;50;88;50;106
510;F;50;171;154;112;154;112;173
510;F;100;332;302;218;302;218;342
511;M;1;50;53;48;53;48;64
511;M;50;157;115;110;115;110;127
511;M;100;304;225;214;225;214;249
511;F;1;50;53;48;53;48;64
511;F;50;157;115;110;115;110;127
511;F;100;304;225;214;225;214;249
512;M;1;75;98;63;98;63;101
512;M;50;182;165;126;165;126;168
512;M;100;354;324;247;324;247;331
512;F;1;75;98;63;98;63;101
512;F;50;182;165;126;165;126;168
512;F;100;354;324;247;324;247;331
513;M;1;50;53;48;53;48;64
513;M;50;157;115;110;115;110;127
513;M;100;304;225;214;225;214;249
513;F;1;50;53;48;53;48;64
513;F;50;157;115;110;115;110;127
513;F;100;304;225;214;225;214;249
514;M;1;75;98;63;98;63;101
514;M;50;182;165;126;165;126;168
514;M;100;354;324;247;324;247;331
514;F;1;75;98;63;98;63;101
514;F;50;182;165;126;165;126;168
514;F;100;354;324;247;324;247;331
515;M;1;50;53;48;53;48;64
515;M;50;157;115;110;115;110;127
515;M;100;304;225;214;225;214;249
515;F;1;50;53;48;53;48;64
515;F;50;157;115;110;115;110;127
515;F;100;304;225;214;225;214;249
516;M;1;75;98;63;98;63;101
516;M;50;182;165;126;165;126;168
516;M;100;354;324;247;324;247;331
516;F;1;75;98;63;98;63;101
516;F;50;182;165;126;165;126;168
516;F;100;354;324;247;324;247;331
517;M;1;76;25;45;67;55;24
517;M;50;183;84;106;130;117;83
517;M;100;356;163;207;256;229;161
517;F;1;76;25;45;67;55;24
517;F;50;183;84;106;130;117;83
517;F;100;356;163;207;256;229;161
518;M;1;116;55;85;107;95;29
518;M;50;223;117;150;174;161;89
518;M;100;436;229;295;344;317;172
518;F;1;116;55;85;107;95;29
518;F;50;223;117;150;174;161;89
518;F;100;436;229;295;344;317;172
519;M;1;50;55;50;36;30;43
519;M;50;157;117;112;96;90;104
519;M;100;304;229;218;188;174;203
519;F;1;50;55;50;36;30;43
519;F;50;157;117;112;96;90;104
519;F;100;304;229;218;188;174;203
520;M;1;62;77;62;50;42;65
520;M;50;169;141;125;112;103;128
520;M;100;328;278;245;218;201;251
520;F;1;62;77;62;50;42;65
520;F;50;169;141;125;112;103;128
520;F;100;328;278;245;218;201;251
521;M;1;80;115;80;65;55;93
521;M;50;187;183;145;128;117;159
521;M;100;364;361;284;251;229;313
522;M;1;45;60;32;50;32;76
522;M;50;152;123;92;112;92;140
522;M;100;294;240;179;218;179;276
522;F;1;45;60;32;50;32;76
522;F;50;152;123;92;112;92;140
522;F;100;294;240;179;218;179;276
523;M;1;75;100;63;80;63;116
523;M;50;182;167;126;145;126;184
523;M;100;354;328;247;284;247;364
523;F;1;75;100;63;80;63;116
523;F;50;182;167;126;145;126;184
523;F;100;354;328;247;284;247;364
524;M;1;55;75;85;25;25;15
524;M;50;162;139;150;84;84;73
524;M;100;314;273;295;163;163;141
524;F;1;55;75;85;25;25;15
524;F;50;162;139;150;84;84;73
524;F;100;314;273;295;163;163;141
525;M;1;70;105;105;50;40;20
525;M;50;177;172;172;112;101;79
525;M;100;344;339;339;218;196;152
525;F;1;70;105;105;50;40;20
525;F;50;177;172;172;112;101;79
525;F;100;344;339;339;218;196;152
526;M;1;85;135;130;60;80;25
526;M;50;192;205;200;123;145;84
526;M;100;374;405;394;240;284;163
526;F;1;85;135;130;60;80;25
526;F;50;192;205;200;123;145;84
526;F;100;374;405;394;240;284;163
527;M;1;65;45;43;55;43;72
527;M;50;162;106;104;117;104;136
527;M;100;314;207;203;229;203;267
527;F;1;65;45;43;55;43;72
527;F;50;162;106;104;117;104;136
527;F;100;314;207;203;229;203;267
528;M;1;67;57;55;77;55;114
528;M;50;174;119;117;141;117;182
528;M;100;338;234;229;278;229;359
528;F;1;67;57;55;77;55;114
528;F;50;174;119;117;141;117;182
528;F;100;338;234;229;278;229;359
529;M;1;60;85;40;30;45;68
529;M;50;167;150;101;90;106;132
529;M;100;324;295;196;174;207;258
529;F;1;60;85;40;30;45;68
529;F;50;167;150;101;90;106;132
529;F;100;324;295;196;174;207;258
530;M;1;110;135;60;50;65;88
530;M;50;217;205;123;112;128;154
530;M;100;424;405;240;218;251;302
530;F;1;110;135;60;50;65;88
530;F;50;217;205;123;112;128;154
530;F;100;424;405;240;218;251;302
531;M;1;103;60;86;60;86;50
531;M;50;210;123;151;123;151;112
531;M;100;410;240;298;240;298;218
531;F;1;103;60;86;60;86;50
531;F;50;210;123;151;123;151;112
531;F;100;410;240;298;240;298;218
532;M;1;75;80;55;25;35;35
532;M;50;182;145;117;84;95;95
532;M;100;354;284;229;163;185;185
532;F;1;75;80;55;25;35;35
532;F;50;182;145;117;84;95;95
532;F;100;354;284;229;163;185;185
533;M;1;85;105;85;40;50;40
533;M;50;192;172;150;101;112;101
533;M;100;374;339;295;196;218;196
533;F;1;85;105;85;40;50;40
533;F;50;192;172;150;101;112;101
533;F;100;374;339;295;196;218;196
534;M;1;105;140;95;55;65;45
534;M;50;212;211;161;117;128;106
534;M;100;414;416;317;229;251;207
534;F;1;105;140;95;55;65;45
534;F;50;212;211;161;117;128;106
534;F;100;414;416;317;229;251;207
535;M;1;50;50;40;50;40;64
535;M;50;157;112;101;112;101;127
535;M;100;304;218;196;218;196;249
535;F;1;50;50;40;50;40;64
535;F;50;157;112;101;112;101;127
535;F;100;304;218;196;218;196;249
536;M;1;75;65;55;65;55;69
536;M;50;182;128;117;128;117;133
536;M;100;354;251;229;251;229;260
536;F;1;75;65;55;65;55;69
536;F;50;182;128;117;128;117;133
536;F;100;354;251;229;251;229;260
537;M;1;105;95;75;85;75;74
537;M;50;212;161;139;150;139;138
537;M;100;414;317;273;295;273;271
537;F;1;105;95;75;85;75;74
537;F;50;212;161;139;150;139;138
537;F;100;414;317;273;295;273;271
538;M;1;120;100;85;30;85;45
538;M;50;180;167;150;90;150;106
538;M;100;444;328;295;174;295;207
539;M;1;75;125;75;30;75;85
539;M;50;182;194;139;90;139;150
539;M;100;354;383;273;174;273;295
540;M;1;45;53;70;40;60;42
540;M;50;152;115;134;101;123;103
540;M;100;294;225;262;196;240;201
540;F;1;45;53;70;40;60;42
540;F;50;152;115;134;101;123;103
540;F;100;294;225;262;196;240;201
541;M;1;55;63;90;50;80;42
541;M;50;162;126;156;112;145;103
541;M;100;314;247;306;218;284;201
541;F;1;55;63;90;50;80;42
541;F;50;162;126;156;112;145;103
541;F;100;314;247;306;218;284;201
542;M;1;75;103;80;70;80;92
542;M;50;182;170;145;134;145;158
542;M;100;354;335;284;262;284;311
542;F;1;75;103;80;70;80;92
542;F;50;182;170;145;134;145;158
542;F;100;354;335;284;262;284;311
543;M;1;30;45;59;30;39;57
543;M;50;137;106;122;90;100;119
543;M;100;264;207;238;174;194;234
543;F;1;30;45;59;30;39;57
543;F;50;137;106;122;90;100;119
543;F;100;264;207;238;174;194;234
544;M;1;40;55;99;40;79;47
544;M;50;147;117;166;101;144;108
544;M;100;284;229;326;196;282;212
544;F;1;40;55;99;40;79;47
544;F;50;147;117;166;101;144;108
544;F;100;284;229;326;196;282;212
545;M;1;60;100;89;55;69;112
545;M;50;167;167;155;117;133;180
545;M;100;324;328;304;229;260;355
545;F;1;60;100;89;55;69;112
545;F;50;167;167;155;117;133;180
545;F;100;324;328;304;229;260;355
546;M;1;40;27;60;37;50;66
546;M;50;147;86;123;97;112;129
546;M;100;284;168;240;190;218;254
546;F;1;40;27;60;37;50;66
546;F;50;147;86;123;97;112;129
546;F;100;284;168;240;190;218;254
547;M;1;60;67;85;77;75;116
547;M;50;167;130;150;141;139;184
547;M;100;324;256;295;278;273;364
547;F;1;60;67;85;77;75;116
547;F;50;167;130;150;141;139;184
547;F;100;324;256;295;278;273;364
548;F;1;45;35;50;70;50;30
548;F;50;152;95;112;134;112;90
548;F;100;294;185;218;262;218;174
549;F;1;70;60;75;110;75;90
549;F;50;177;123;139;178;139;156
549;F;100;344;240;273;350;273;306
550;M;1;70;92;65;80;55;98
550;M;50;177;158;128;145;117;165
550;M;100;344;311;251;284;229;324
550;F;1;70;92;65;80;55;98
550;F;50;177;158;128;145;117;165
550;F;100;344;311;251;284;229;324
551;M;1;50;72;35;35;35;65
551;M;50;157;136;95;95;95;128
551;M;100;304;267;185;185;185;251
551;F;1;50;72;35;35;35;65
551;F;50;157;136;95;95;95;128
551;F;100;304;267;185;185;185;251
552;M;1;60;82;45;45;45;74
552;M;50;167;147;106;106;106;138
552;M;100;324;289;207;207;207;271
552;F;1;60;82;45;45;45;74
552;F;50;167;147;106;106;106;138
552;F;100;324;289;207;207;207;271
553;M;1;95;117;80;65;70;92
553;M;50;202;185;134;128;134;158
553;M;100;394;366;262;251;262;311
553;F;1;95;117;80;65;70;92
553;F;50;202;185;134;128;134;158
553;F;100;394;366;262;251;262;311
554;M;1;70;90;45;15;45;50
554;M;50;177;156;106;73;106;112
554;M;100;344;306;207;141;207;218
554;F;1;70;90;45;15;45;50
554;F;50;177;156;106;73;106;112
554;F;100;344;306;207;141;207;218
555;M;1;105;140;55;30;55;95
555;M;50;212;211;117;90;117;161
555;M;100;414;416;229;174;229;317
555;F;1;105;140;55;30;55;95
555;F;50;212;211;117;90;117;161
555;F;100;414;416;229;174;229;317
556;M;1;75;86;67;106;67;60
556;M;50;182;151;130;173;130;123
556;M;100;354;298;256;342;256;240
556;F;1;75;86;67;106;67;60
556;F;50;182;151;130;173;130;123
556;F;100;354;298;256;342;256;240
557;M;1;50;65;85;35;35;55
557;M;50;157;128;150;95;95;117
557;M;100;304;251;295;185;185;229
557;F;1;50;65;85;35;35;55
557;F;50;157;128;150;95;95;117
557;F;100;304;251;295;185;185;229
558;M;1;70;105;125;65;75;45
558;M;50;177;172;194;128;139;106
558;M;100;344;339;383;251;273;207
558;F;1;70;105;125;65;75;45
558;F;50;177;172;194;128;139;106
558;F;100;344;339;383;251;273;207
559;M;1;50;75;70;35;70;48
559;M;50;157;139;134;95;134;110
559;M;100;304;273;262;185;262;214
559;F;1;50;75;70;35;70;48
559;F;50;157;139;134;95;134;110
559;F;100;304;273;262;185;262;214
560;M;1;65;90;115;45;115;58
560;M;50;172;156;183;106;183;121
560;M;100;334;306;361;207;361;236
